user	text	date	type
KimKardashian	RT @KimKHollywood: The Valentine's Day update is out! App Store https://t.co/Z1D8WQpvDe & Google Play https://t.co/0ePN41RvpP 💕 #NewUpdateA…	Tue Jan 31 22:57:42 +0000 2017	twitter
KimKardashian	Costa Rica 🇨🇷 https://t.co/K2COcyc1bO	Tue Jan 31 04:50:20 +0000 2017	twitter
KimKardashian	Update now to share from my app! https://t.co/SkdpTjfqyT https://t.co/nNoiYULQDb	Mon Jan 30 20:31:27 +0000 2017	twitter
KimKardashian	RT @_xmarissabee: You can now SHARE on Kim's app! 🤗 https://t.co/6Ldi4LdK2F	Mon Jan 30 17:33:03 +0000 2017	twitter
KimKardashian	"RT @RealHarryHudson: Fuck hate, fuck discrimination, fuck money, fuck politics, we are all alive together for a reason. We need to be one b…"	Sun Jan 29 20:55:03 +0000 2017	twitter
KimKardashian	Statistics https://t.co/aSpyFuabct	Sun Jan 29 05:45:42 +0000 2017	twitter
KimKardashian	"RT @kalpenn: To the dude who said I don't belong in America, I started a fundraising page for Syrian Refugees in your name. \nhttps://t.co/N…"	Sun Jan 29 04:29:07 +0000 2017	twitter
KimKardashian	Hope you all have a good night! 😘	Thu Jan 26 04:20:54 +0000 2017	twitter
KimKardashian	Has anyone read it? What about her other book The Awakening Heart? I'm gonna get it and read it. Will let you guys know how it is! 😘	Thu Jan 26 04:20:28 +0000 2017	twitter
KimKardashian	"I've read her book Embraced by the Light, that is about her near death experience & it's helped me live my life in such a full way."	Thu Jan 26 04:17:52 +0000 2017	twitter
KimKardashian	Today was such a good day! I spoke to my favorite author @BettyJEadie This seriously made my soul smile! I feel so enlightened by our convo!	Thu Jan 26 04:17:02 +0000 2017	twitter
KimKardashian	Hey!!!!! Love you too! Be safe! Xo https://t.co/lfEK0gQ8cM	Wed Jan 25 20:44:06 +0000 2017	twitter
KimKardashian	Just finished my friend @CaroleBSager's book 'They're Playing Our Song'. You guys have to read it!	Wed Jan 25 00:46:40 +0000 2017	twitter
KimKardashian	Get it gurrrllll 😍😍😍 https://t.co/7vqKVbLdVQ	Tue Jan 24 22:39:44 +0000 2017	twitter
KimKardashian	How funny me too!!! https://t.co/sfvZ2XsHUx	Tue Jan 24 22:39:06 +0000 2017	twitter
KimKardashian	Not really https://t.co/dykLaxPY98	Tue Jan 24 22:34:47 +0000 2017	twitter
KimKardashian	Possibly one of my favorite gowns ever! Thank you @riccardotisci17 @givenchyofficial More pics on #KKWAPP https://t.co/N1AhDHAqs8	Tue Jan 24 20:58:11 +0000 2017	twitter
KimKardashian	Mood #KKWApp https://t.co/qlx9PxMv3d	Mon Jan 23 22:24:02 +0000 2017	twitter
KimKardashian	My hat goes off to the amazing teachers and caregivers who dedicate their time for the future of these children!	Mon Jan 23 06:31:54 +0000 2017	twitter
KimKardashian	My favorite part of the trip was visiting Rashid Paediatric Therapy Centre. These beautiful children showed me a pe… https://t.co/kVmIkaktG4	Mon Jan 23 06:31:50 +0000 2017	twitter
khloekardashian	RT @MIKESNEDEGAR: I love when @khloekardashian goes off. #KUWTK	Mon Mar 13 04:42:46 +0000 2017	twitter
khloekardashian	RT @runawayluxo: The years passed but this love and affection between them never changed ❤ @KrisJenner @khloekardashian #KUWTK https://t.co…	Mon Mar 13 04:35:59 +0000 2017	twitter
khloekardashian	RT @njkardashian: I am so happy that our second family is back on Sunday's now it feels normal #KUWTK @khloekardashian @KrisJenner @kourtne…	Mon Mar 13 04:28:06 +0000 2017	twitter
khloekardashian	RT @kourtneykardash: I love that my sisters and I stil get so excited for our premieres thirteen seasons later! #KUWTK	Mon Mar 13 04:27:19 +0000 2017	twitter
khloekardashian	@Thaliia_mottola @IanaKlaire for ever and ever and ever?	Mon Mar 13 04:25:30 +0000 2017	twitter
khloekardashian	RT @runawayluxo: This is still one of the most beautiful moments of #KUWTK 😍 @khloekardashian https://t.co/dnYrukEeIk	Mon Mar 13 04:22:51 +0000 2017	twitter
khloekardashian	RT @beautybyjudyy: Screw my homework it's the season 13 premiere of #KUWTK	Mon Mar 13 04:22:29 +0000 2017	twitter
khloekardashian	@KardashftJenner hi gorgeous!!	Mon Mar 13 04:20:24 +0000 2017	twitter
khloekardashian	@Aussie_Kardash seriously!!	Mon Mar 13 04:18:46 +0000 2017	twitter
khloekardashian	@carlyylalaa lol you're too sweet	Mon Mar 13 04:17:55 +0000 2017	twitter
khloekardashian	RT @KUWTK: When your sister's giving you THAT look. #KUWTK https://t.co/ORQ6ywF8xX	Mon Mar 13 04:15:18 +0000 2017	twitter
khloekardashian	@kyliemoms aw thank you!!	Mon Mar 13 04:14:45 +0000 2017	twitter
khloekardashian	@IanaKlaire today is the day 😘😘	Mon Mar 13 04:08:48 +0000 2017	twitter
khloekardashian	RT @runawayluxo: I'm here to love and support these two no matter what ❤ @khloekardashian @KimKardashian #KUWTK https://t.co/YPXGdCTI95	Mon Mar 13 04:06:38 +0000 2017	twitter
khloekardashian	My angel 😘😘 https://t.co/EGwPpjr076	Mon Mar 13 04:06:12 +0000 2017	twitter
khloekardashian	RT @khlomoneybr: 13 seasons and we still get excited like it was the first one 🎉😍 #KUWTK @kourtneykardash https://t.co/4cC8oM3ocB	Mon Mar 13 04:05:04 +0000 2017	twitter
khloekardashian	"RT @Khlocaine_: west coast, bitcheeeeess!! it's our time 🙌🏾 #KUWTK season 13 😭 tune in & let's trend it! https://t.co/spx2BgFILI"	Mon Mar 13 04:01:16 +0000 2017	twitter
khloekardashian	@Aussie_Kardash of course!!	Mon Mar 13 04:00:19 +0000 2017	twitter
khloekardashian	"RT @KUWTK: You've waited long enough! It's TIME! West Coast, an all new season of #KUWTK starts NOW! https://t.co/CsL7VfmWx2"	Mon Mar 13 03:59:02 +0000 2017	twitter
khloekardashian	RT @KrisJenner: Your turn west coast!! #KUWTK season 13 premieres in 15 minutes!! https://t.co/1rY8Z23IjU	Mon Mar 13 03:48:35 +0000 2017	twitter
khloekardashian	💙 @goodamerican https://t.co/E3ZRakBtbU https://t.co/t2ebizKHTU	Mon Mar 13 02:22:25 +0000 2017	twitter
khloekardashian	Baby blues 💙 https://t.co/E3ZRakBtbU https://t.co/X4dW7aak63	Mon Mar 13 02:22:05 +0000 2017	twitter
khloekardashian	Denim on denim in my @goodamerican https://t.co/E3ZRakBtbU https://t.co/IZYhgC5gHV	Mon Mar 13 02:21:43 +0000 2017	twitter
khloekardashian	@narcicismo lol yes	Mon Mar 13 02:02:12 +0000 2017	twitter
khloekardashian	Kims robbery episode is so hard to watch 💔😫😣 #KUWTK	Mon Mar 13 02:02:02 +0000 2017	twitter
khloekardashian	Love you guys!! Thanks for getting us trending tonight!! Back at 9pm PST for the west coast premiere 😘😘 #KUWTK	Mon Mar 13 02:01:55 +0000 2017	twitter
khloekardashian	@narcicism or did you!	Mon Mar 13 01:59:14 +0000 2017	twitter
khloekardashian	#KUWTK https://t.co/fNzvJwqJDV	Mon Mar 13 01:53:30 +0000 2017	twitter
khloekardashian	@dolanzmoonlight her boo #KUWTK	Mon Mar 13 01:53:15 +0000 2017	twitter
khloekardashian	@kimyonceee @KimKardashian hehehe #KUWTK	Mon Mar 13 01:53:08 +0000 2017	twitter
khloekardashian	@erickvicenteesp 😍😘😍😘😍😘	Mon Mar 13 01:52:55 +0000 2017	twitter
khloekardashian	@ElizabethMegan_ @KUWTK okkkkuuuurrrrr #KUWTK	Mon Mar 13 01:52:43 +0000 2017	twitter
khloekardashian	She's the funniest #KUWTK https://t.co/POFQ1aUb7g	Mon Mar 13 01:52:17 +0000 2017	twitter
khloekardashian	Reign is the absolute cutest ever #KUWTK	Mon Mar 13 01:49:40 +0000 2017	twitter
khloekardashian	Get it @kourtneykardash #KUWTK	Mon Mar 13 01:48:34 +0000 2017	twitter
khloekardashian	Kanye is soooooo dope! #KUWTK	Mon Mar 13 01:47:40 +0000 2017	twitter
khloekardashian	Pablo!!!!! 🙌🏽🙌🏽🙌🏽 #KUWTK	Mon Mar 13 01:46:59 +0000 2017	twitter
khloekardashian	@ItsJohnnyCyrus I get a little wild at times	Mon Mar 13 01:44:15 +0000 2017	twitter
khloekardashian	@CollegeCandy lol	Mon Mar 13 01:44:01 +0000 2017	twitter
khloekardashian	@AstraOnTheAir I swear im not as crazy as I seem 😏 lol	Mon Mar 13 01:43:15 +0000 2017	twitter
khloekardashian	@gjfromfla preach!!!!! #KUWTK	Mon Mar 13 01:42:43 +0000 2017	twitter
khloekardashian	@farucp awwwww thank you my love! God bless you! #KUWTK	Mon Mar 13 01:41:21 +0000 2017	twitter
khloekardashian	@JUSTLEXYY she knows I'm just crazy. She knows to not take it personally LOL #KUWTK	Mon Mar 13 01:40:59 +0000 2017	twitter
khloekardashian	@freddief5 I'm harsh #KUWTK	Mon Mar 13 01:40:41 +0000 2017	twitter
khloekardashian	@KhloDashKweets @kourtneykardash yes booooo	Mon Mar 13 01:40:27 +0000 2017	twitter
khloekardashian	Kim is such a wimp. As soon as Kourtney got her alone she completely changed her tune 😏 #KUWTK	Mon Mar 13 01:39:44 +0000 2017	twitter
khloekardashian	@__MollyCyrus yes boo #KUWTK	Mon Mar 13 01:38:37 +0000 2017	twitter
khloekardashian	Sometimes a bitch just snaps #KUWTK	Mon Mar 13 01:38:28 +0000 2017	twitter
khloekardashian	RT @_DreamHouse_: in love with this gif 😍😍  @khloekardashian  #KUWTK https://t.co/r3uxuozJ0m	Mon Mar 13 01:38:02 +0000 2017	twitter
khloekardashian	Never!!! https://t.co/YQHsZd9Spc	Mon Mar 13 01:37:45 +0000 2017	twitter
khloekardashian	'Camel toe is not a curse' @kourtneykardash #KUWTK	Mon Mar 13 01:37:26 +0000 2017	twitter
khloekardashian	Kourts accent is wild lol #KUWTK	Mon Mar 13 01:36:30 +0000 2017	twitter
khloekardashian	Awwwww @steph_shep birthday is pippin #KUWTK lol	Mon Mar 13 01:36:07 +0000 2017	twitter
khloekardashian	Lol https://t.co/mymfbJfEIW	Mon Mar 13 01:34:39 +0000 2017	twitter
khloekardashian	RT @iKylieFornia: I could legit use this gif everyday #KUWTK https://t.co/n903NY1UV7	Mon Mar 13 01:34:17 +0000 2017	twitter
khloekardashian	NEVER!!!! #KUWTK https://t.co/4KuC2HQHJC	Mon Mar 13 01:31:07 +0000 2017	twitter
khloekardashian	lol @KimKardashian is so funny! I knew she just only wanted to gossip #KUWTK	Mon Mar 13 01:30:28 +0000 2017	twitter
khloekardashian	I mean you know I love me some @JonathanCheban #KUWTK	Mon Mar 13 01:29:49 +0000 2017	twitter
khloekardashian	What is @JonathanCheban wearing at dash Miami	Mon Mar 13 01:29:18 +0000 2017	twitter
khloekardashian	Is everyone enjoying tonight's episode?? #KUWTK So happy to be back!!	Mon Mar 13 01:29:14 +0000 2017	twitter
khloekardashian	@maartinaxo happy belated magical birthday boo	Mon Mar 13 01:24:40 +0000 2017	twitter
khloekardashian	@KardashftJenner me too!!	Mon Mar 13 01:23:34 +0000 2017	twitter
khloekardashian	RT @kendaIIjwnner: @khloekardashian's relationship with @kourtneykardash is the best thing #KUWTK xx https://t.co/P7LUdsZxla	Mon Mar 13 01:23:28 +0000 2017	twitter
khloekardashian	Lets see it trend #KUWTK	Mon Mar 13 01:19:07 +0000 2017	twitter
khloekardashian	RT @NeveKardashian: Selfie queens 💋👑❤️ @KimKardashian @KrisJenner #KUWTK https://t.co/A7rhlVhMWp	Mon Mar 13 01:18:49 +0000 2017	twitter
khloekardashian	RT @KUWTK: When your friend says she doesn't want to go out. #KUWTK https://t.co/C7RZhrAOVV	Mon Mar 13 01:18:45 +0000 2017	twitter
khloekardashian	@NeveKardashian woohoo!!	Mon Mar 13 01:17:13 +0000 2017	twitter
khloekardashian	"RT @heatlhens: When I'm watching #KUWTK I feel part of the family. Always when one needs, the other is there to help, I admire it! @khloeka…"	Mon Mar 13 01:16:16 +0000 2017	twitter
khloekardashian	@kendaIIjwnner hi to your mom!! Hope she's enjoying the season premiere!!	Mon Mar 13 01:16:07 +0000 2017	twitter
khloekardashian	RT @njkardashian: #KUWTK is trending #1 here in Los Angeles! @khloekardashian @KrisJenner @kourtneykardash @KimKardashian 🙌🏻🔥🎉 https://t.co…	Mon Mar 13 01:13:01 +0000 2017	twitter
khloekardashian	God I've missed our #KUWTK Sundays!! So glad we're back! #Season13	Mon Mar 13 01:08:43 +0000 2017	twitter
khloekardashian	You guys are out full force tonight!!! Season 13 Twitter party with my loves!! #KUWTK	Mon Mar 13 01:07:19 +0000 2017	twitter
khloekardashian	RT @NeveKardashian: My favourite show is finally back!!!! 🎉🎉🎉🎉 @khloekardashian @KrisJenner @KimKardashian @kourtneykardash https://t.co/fe…	Mon Mar 13 01:05:39 +0000 2017	twitter
khloekardashian	RT @NeveKardashian: So happy #KUWTK is back 🎉🎉🎉 @khloekardashian @kourtneykardash @KrisJenner @KimKardashian https://t.co/TQBSdAxDgR	Mon Mar 13 01:05:30 +0000 2017	twitter
khloekardashian	RT @NeveKardashian: #KUWTK IS TRENDING 🎉🎉🎉 @khloekardashian @KrisJenner @kourtneykardash @KimKardashian https://t.co/mOmmg3TVp6	Mon Mar 13 01:05:26 +0000 2017	twitter
khloekardashian	RT @DanielleSwaw: Just died after that Kardashian intro. I'm so excited for this season💕love this fam\n#kuwtk @KimKardashian @kourtneykardas…	Mon Mar 13 01:04:38 +0000 2017	twitter
khloekardashian	@jennersftbiebs omg so much!!	Mon Mar 13 01:04:23 +0000 2017	twitter
khloekardashian	RT @KUWTK: When you look in you closet and have NOTHING to wear. #KUWTK https://t.co/GDqCxmmcR8	Mon Mar 13 01:04:22 +0000 2017	twitter
khloekardashian	RT @Aussie_Kardash: I've never been so excited @KUWTK Season 13 has started !!!!! @KimKardashian @kourtneykardash @khloekardashian	Mon Mar 13 01:04:19 +0000 2017	twitter
khloekardashian	Season 13 time!!! #KUWTK	Mon Mar 13 01:01:17 +0000 2017	twitter
khloekardashian	RT @PlanetKhloeK: Less than 30min till a brand new #KUWTK @khloekardashian @kourtneykardash @KimKardashian @KrisJenner https://t.co/4Xq3hZc…	Mon Mar 13 00:43:27 +0000 2017	twitter
khloekardashian	#KUWTK #KUWTKSundays https://t.co/BGn040kChC	Mon Mar 13 00:43:19 +0000 2017	twitter
khloekardashian	RT @jennersftbiebs: just 20 minutes for the new season premiere of #KUWTK !! Make sure to watch it only at E! @KrisJenner @khloekardashian…	Mon Mar 13 00:43:06 +0000 2017	twitter
khloekardashian	"RT @KrisJenner: Season 13 starts in 20 minutes, east coast!! #KUWTK https://t.co/29yXvY8TwC"	Mon Mar 13 00:42:58 +0000 2017	twitter
khloekardashian	@KimKardashianUK hi my love #KUWTK	Mon Mar 13 00:42:43 +0000 2017	twitter
khloekardashian	RT @kendaIIjwnner: Tune into E! in 20 minutes to watch a brand new episode @khloekardashian @KrisJenner @kourtneykardash @KimKardashian htt…	Mon Mar 13 00:42:32 +0000 2017	twitter
khloekardashian	RT @waveskylie: Don't miss a brand new episode of #KUWTK at 9/8c on E! @KimKardashian @KrisJenner  @khloekardashian 👑 https://t.co/T3ODRUFD…	Sun Mar 12 23:47:05 +0000 2017	twitter
khloekardashian	RT @KardashDoll09: @khloekardashian Season 13 starts tonight on E! at 9/8C. Get ready! This season is going to be lit! https://t.co/bTGu2JG…	Sun Mar 12 23:46:38 +0000 2017	twitter
khloekardashian	RT @kendaIIjwnner: @khloekardashian always have the best quotes 😂😂💕 #KUWTK https://t.co/YZ1vjC2Twj	Sun Mar 12 23:46:36 +0000 2017	twitter
khloekardashian	@MissHollywood_8 @KrisJenner @KimKardashian 🍾🍾🍾🍾💋💋💋 happy birthday doll #KUWTK	Sun Mar 12 23:45:30 +0000 2017	twitter
khloekardashian	@theriseofgomez me too doll #KUWTK	Sun Mar 12 23:45:12 +0000 2017	twitter
khloekardashian	"RT @bIairwadoIf: Finally, after a long time, I can say ITS #KUWTK SUNDAY @KrisJenner @KimKardashian @kourtneykardash @khloekardashian https…"	Sun Mar 12 23:45:01 +0000 2017	twitter
khloekardashian	@itsohsokhloe it's sooooooooo great!!! This season is crazy! #KUWTK	Sun Mar 12 23:44:56 +0000 2017	twitter
khloekardashian	@Aussie_Kardash awwwww yayyyyyyy #KUWTK	Sun Mar 12 23:44:33 +0000 2017	twitter
khloekardashian	@gabbygiscool @KimKardashian @KUWTK I am so excited! #KUWTK	Sun Mar 12 23:44:22 +0000 2017	twitter
khloekardashian	@DDLECOURS no not at all love! Boy you crazy! I adore you 😘	Sun Mar 12 23:44:09 +0000 2017	twitter
khloekardashian	@DashDolls831 kisses love #KUWTK	Sun Mar 12 23:43:42 +0000 2017	twitter
khloekardashian	@melxjenners thank you love!! Means a ton #kuwtk	Sun Mar 12 23:43:22 +0000 2017	twitter
khloekardashian	@jojo_x0xo tooooo funny	Sun Mar 12 23:42:58 +0000 2017	twitter
khloekardashian	@Khlomoney98 babessssss	Sun Mar 12 23:42:29 +0000 2017	twitter
khloekardashian	@ItsJorgeAcosta @KimKardashian @kourtneykardash wooooohoooooooo	Sun Mar 12 23:41:55 +0000 2017	twitter
khloekardashian	RT @kendaIIjwnner: #KUWTK new season starts at 9/8c only on E! Don't miss it @KrisJenner @kourtneykardash @khloekardashian @KimKardashian h…	Sun Mar 12 23:41:05 +0000 2017	twitter
khloekardashian	RT @kendaIIjwnner: #KUWTK new season starts at 9/8c only on E! Don't miss it @KrisJenner @kourtneykardash @khloekardashian @KimKardashian h…	Sun Mar 12 23:41:03 +0000 2017	twitter
khloekardashian	@sophstinnett yessssssss	Sun Mar 12 23:40:55 +0000 2017	twitter
khloekardashian	@DDLECOURS babe why do you say that?	Sun Mar 12 23:40:46 +0000 2017	twitter
khloekardashian	@aclvnz @KimKardashian lol you're too cute	Sun Mar 12 23:40:27 +0000 2017	twitter
khloekardashian	RT @itsohsokhloe: Already trending @khloekardashian 👏🏼 #KUWTK https://t.co/qHPGQMAeIt	Sun Mar 12 23:40:13 +0000 2017	twitter
khloekardashian	Don't get caught slippin' TONIGHT ON E! https://t.co/rkYBYhrzRc	Sun Mar 12 23:00:03 +0000 2017	twitter
khloekardashian	RT @feelingforkyga: Kardashian Sunday is finally back!! #KUWTK new season starts at 9/8c only on E! Don't miss it @KrisJenner @kourtneykard…	Sun Mar 12 22:55:46 +0000 2017	twitter
khloekardashian	RT @feelingforkyga: Kardashian Sunday is finally back!! #KUWTK new season starts at 9/8c only on E! Don't miss it @KrisJenner @kourtneykard…	Sun Mar 12 22:55:35 +0000 2017	twitter
khloekardashian	The fantastic four! #kuwtk https://t.co/hnvxwZG7eg	Sun Mar 12 22:49:29 +0000 2017	twitter
khloekardashian	You must love @kimkardashian ❤️ https://t.co/I3Vz70Hrj2	Sun Mar 12 22:49:18 +0000 2017	twitter
khloekardashian	Catch up on all my favorite posts from my app this week!! Which was YOUR favorite? XO https://t.co/dSY2KJh3gn	Sun Mar 12 16:43:00 +0000 2017	twitter
khloekardashian	Season 13 https://t.co/6gxZmrHSHX	Sun Mar 12 16:03:59 +0000 2017	twitter
khloekardashian	RT @KimKFanNet: Good morning dolls and happy #KUWTK premiere day!!! 🎉🎉 @KimKardashian	Sun Mar 12 16:03:42 +0000 2017	twitter
khloekardashian	RT @KrisJenner: Season 13 premieres TONIGHT! Tune in at 9/8c on E! #family #KUWTK #KUWTKSunday https://t.co/BGLtzuQxvt	Sun Mar 12 16:02:12 +0000 2017	twitter
khloekardashian	RT @kendaIIjwnner: Dont miss the Season 13 premiere TONIGHT! Tune in at 9/8c on E! #KUWTK @KimKardashian @khloekardashian @kourtneykardash…	Sun Mar 12 16:01:30 +0000 2017	twitter
khloekardashian	RT @KimKardashian: Casual business talk https://t.co/9xJfIv3kHn	Sun Mar 12 01:37:11 +0000 2017	twitter
khloekardashian	I'm super calm https://t.co/KWMwokcglt	Sun Mar 12 01:37:01 +0000 2017	twitter
khloekardashian	RT @jona_mtz007k: Cannot wait for season 13 of #KUWTK I feel a themed party for tomorrow is in order at my house! @KimKardashian	Sun Mar 12 00:20:32 +0000 2017	twitter
khloekardashian	RT @Natashadavyyy: #KUWTK S13 Starts tomorrow and I've never been more excited in my ENTIRE LIFE	Sun Mar 12 00:20:26 +0000 2017	twitter
khloekardashian	RT @JimmyTheGhost: Well it certainly FEELS like this is the longest I've been without #kuwtk's. so stoked it's finally fucking back tomorro…	Sun Mar 12 00:20:01 +0000 2017	twitter
khloekardashian	RT @KrisJenner: We're baaaaccckkk!! Season 13 premieres TOMORROW night! 9/8c on E! #KUWTK https://t.co/FMwFqPPBmq	Sun Mar 12 00:19:37 +0000 2017	twitter
khloekardashian	"My fan Chloe is speaking the truth! Love your body, babes—it's the only one you've got! 💛 https://t.co/O0aqISfnXv"	Sat Mar 11 16:42:00 +0000 2017	twitter
khloekardashian	Where will you end up?! Tweet me your results!! XO 🌴 https://t.co/DdhhU5sWtp	Fri Mar 10 17:02:43 +0000 2017	twitter
khloekardashian	We're back!! Season 13 starts this Sunday at 9/8c on E! #KUWTK https://t.co/OvHnR0bRMT	Thu Mar 09 22:54:44 +0000 2017	twitter
khloekardashian	In love with these beautiful babies!!! Only one hour to go until the #KokoKollection singles launch on… https://t.co/9derW3GXif	Thu Mar 09 21:54:49 +0000 2017	twitter
khloekardashian	"A lot of you have been asking about my wavy hair & thanks to @JustineMarjan, you can learn EXACTLY how to do it!! 💁https://t.co/IdcBmCvoBU"	Thu Mar 09 20:42:00 +0000 2017	twitter
khloekardashian	I am crying over this #KUWTK throwback!! We got @KrisJenner a CHIMP so she wouldn’t be lonely!! Pics on my app!! 😂 https://t.co/XbfmRkPIsr	Thu Mar 09 17:35:50 +0000 2017	twitter
khloekardashian	#InternationalWomensDay ❤️ https://t.co/IJd9QU9M17	Thu Mar 09 04:41:01 +0000 2017	twitter
khloekardashian	Hi loves! Want to be on my app's Fan Sound Off series? Send me an essay on any topic & a pic of yourself to: submissions@khloewithak.com 💋	Wed Mar 08 22:48:50 +0000 2017	twitter
khloekardashian	The PERFECT way to feel like you’re indulging in a comfort food without the guilt!! https://t.co/hAZeBT38g6	Wed Mar 08 20:03:00 +0000 2017	twitter
khloekardashian	I know it’s hard to not hit the snooze button some days!! Here are the 8 tricks that keep me going! https://t.co/1nENoQsopI	Wed Mar 08 18:01:00 +0000 2017	twitter
khloekardashian	"Because we ALL deserve to be lifted up! Today, let’s celebrate the strong, incredible, GOOD women in our lives. #InternationalWomensDay"	Wed Mar 08 17:39:17 +0000 2017	twitter
khloekardashian	They are an incredible organization that helps girls from under-resourced communities fulfill their potential.	Wed Mar 08 17:39:09 +0000 2017	twitter
khloekardashian	I'm so grateful to be able to donate from every pair of Good American jeans to @suwn!	Wed Mar 08 17:38:55 +0000 2017	twitter
khloekardashian	I’m truly proud of this brand and everything we represent!	Wed Mar 08 17:34:22 +0000 2017	twitter
khloekardashian	We just dropped our first ever @goodamerican denim shorts that hug our curves in all the right ways!!… https://t.co/OKBIWcero1	Wed Mar 08 17:34:05 +0000 2017	twitter
khloekardashian	decided to carry my dog down the stairs. Mind you she is older and has put on a few pounds LOL what a morning and a workout lol 😂	Wed Mar 08 16:38:50 +0000 2017	twitter
khloekardashian	we got stuck in the elevator. It ended up going back to the second floor. We got out somehow and I just	Wed Mar 08 16:38:29 +0000 2017	twitter
khloekardashian	"My dog just had foot surgery and shouldn't be walking down the stairs so we took the elevator and of course, with my luck,"	Wed Mar 08 16:37:32 +0000 2017	twitter
khloekardashian	She had a foot surgery. That's why I took her in the elevator https://t.co/Gtkc4VLpgn	Wed Mar 08 16:36:22 +0000 2017	twitter
khloekardashian	Vibes https://t.co/oPAPvlUcZd	Tue Mar 07 23:54:21 +0000 2017	twitter
khloekardashian	Give your vajeen some love ladies!! Find out how to keep her extra fresh on my app! https://t.co/ZVo61UuL0M	Tue Mar 07 19:35:01 +0000 2017	twitter
khloekardashian	One word: SHAPEWEAR!! https://t.co/NlzyTZnaAK	Tue Mar 07 17:14:30 +0000 2017	twitter
khloekardashian	I’m catching up with @RevengeBody contestant Jamie!! See how she’s been since the finale here:… https://t.co/z9nWeQxdpY	Mon Mar 06 19:47:05 +0000 2017	twitter
khloekardashian	.@DeniseBidot is an AMAZE member of my #GoodSquad. She’s talking confidence & what it means to be a woman on my app! https://t.co/0m5kvnTk9Q	Mon Mar 06 17:36:32 +0000 2017	twitter
khloekardashian	❤️ https://t.co/PaOoG7gi64	Sun Mar 05 20:23:51 +0000 2017	twitter
khloekardashian	Road Trip!!! https://t.co/E7E2BpDFCI	Sun Mar 05 19:57:01 +0000 2017	twitter
khloekardashian	Self-love is the best love. Read the latest fan sound-off on my app!! 💕 https://t.co/IKbLPH2qe4	Sat Mar 04 22:18:00 +0000 2017	twitter
khloekardashian	"Damn Gina gloss and Okurrr, Khlo$ and Gorg matte liquid lipsticks will all be available individually this Thursday, March 9 at 3pm PST!"	Sat Mar 04 20:49:59 +0000 2017	twitter
khloekardashian	I have some exciting news!!! My #KokoKollection for @kyliecosmetics is launching as singles!! https://t.co/Tpl2gJaxd0	Sat Mar 04 20:49:53 +0000 2017	twitter
khloekardashian	So incredibly grateful to have your support of this brand! We have SO much more in the works for all of my Good American girls out there!!	Fri Mar 03 22:08:11 +0000 2017	twitter
khloekardashian	I am blown away!! Our Good American Good Legs Lace Up Black001 has completely SOLD OUT!! @goodamerican https://t.co/12qknyd9a3	Fri Mar 03 22:07:25 +0000 2017	twitter
khloekardashian	Dolls! @JoyceBonelli is breaking down EVERY STEP of this glam for you so you can recreate it! Tweet me pics! https://t.co/MQb2Ia8cph	Fri Mar 03 20:12:00 +0000 2017	twitter
khloekardashian	I AM CRYING over me as @CeeLoGreen!! I look good as @chrissyteigen tho damnnnn! These pics will make your day!!! 😂https://t.co/MORTsMjkUb	Fri Mar 03 17:04:30 +0000 2017	twitter
khloekardashian	RT @kendaIIjwnner: @khloekardashian never forget it ✨💛 #revengebody xxxxxx https://t.co/o4qBDXDDmv	Fri Mar 03 02:48:48 +0000 2017	twitter
khloekardashian	"RT @heatlhens: It was an amazing season, I learned so much & I want to thank you for this. You & team did a good job & I'm proud of you. @k…"	Fri Mar 03 02:48:23 +0000 2017	twitter
khloekardashian	@kendaIIjwnner @unstalbIe Goodnight!! XO	Fri Mar 03 02:48:19 +0000 2017	twitter
khloekardashian	RT @njkardashian: @khloekardashian how true is this boo? #RevengeBody https://t.co/bNQi4XybBi	Fri Mar 03 02:29:59 +0000 2017	twitter
khloekardashian	Love this!! Thank you @heatlhens #RevengeBody https://t.co/jKzHaS6jy9	Fri Mar 03 02:29:49 +0000 2017	twitter
khloekardashian	RT @heatlhens: Every morning is another chance to become a better version of yourself @khloekardashian #RevengeBody 💛🌤 https://t.co/3yU9BgG…	Fri Mar 03 02:29:25 +0000 2017	twitter
khloekardashian	@queenkyliesbae good night!	Fri Mar 03 02:25:17 +0000 2017	twitter
khloekardashian	RT @RevengeBody: What sugary thing can you remove from your diet? 🍭🍧🍫🍩🍰 #RevengeBody https://t.co/PzouJWJIpp	Fri Mar 03 02:22:41 +0000 2017	twitter
khloekardashian	@kendaIIjwnner HAPPY BIRTHDAY!!	Fri Mar 03 02:22:22 +0000 2017	twitter
khloekardashian	RT @lO_H_ANA: Thursday's have become even better because #revengebody is on! @khloekardashian	Fri Mar 03 02:22:01 +0000 2017	twitter
khloekardashian	@KimYzaguirre23 ASAP!!	Fri Mar 03 02:21:52 +0000 2017	twitter
khloekardashian	@khloloverdoll I'm always here! xo	Fri Mar 03 02:21:43 +0000 2017	twitter
khloekardashian	RT @bIairwadoIf: 'Beauty is about being comfortable in your own skin. It's about knowing and accepting who you are' @khloekardashian #Reven…	Fri Mar 03 02:21:32 +0000 2017	twitter
khloekardashian	@DottieAndFiona @Cute_Koko727 @DashDolls831 hi honey!	Fri Mar 03 02:21:25 +0000 2017	twitter
